2020/5/28(Thu) 12:16:37.907,aaa,tap a pic,https://firebasestorage.googleapis.com/v0/b/research-sns-platform.appspot.com/o/aaa%2Fimages%2FEarth_Horizon-2017_High_Quality_Wallpaper_1366x768.jpg?alt=media&token=ec9f3386-ac6c-4372-a5b5-26c5648fd22d,
2020/5/28(Thu) 12:16:44.287,aaa,tap a icon(move to profile),aaa,
2020/5/28(Thu) 12:16:47.763,aaa,tweet in window,-M67gaYP9rmRiJfRbY1x,
2020/5/28(Thu) 12:16:47.757,aaa,tweet in window,-M67gXN2Is6HlmVC1S13,
2020/5/28(Thu) 12:16:49.258,aaa,tweet in window,-M67gaYP9rmRiJfRbY1x,
2020/5/28(Thu) 12:16:49.253,aaa,tweet in window,-M67gXN2Is6HlmVC1S13,
2020/5/28(Thu) 12:16:51.201,aaa,back from profile,,
2020/5/28(Thu) 12:16:54.65,aaa,tweet in window,-M640sH6RpBziEJrCcyo,
2020/5/28(Thu) 12:16:54.72,aaa,tweet in window,-M641IW6lEIEgNEgRHUt,
2020/5/28(Thu) 12:16:54.80,aaa,tweet in window,-M67gXN2Is6HlmVC1S13,
2020/5/28(Thu) 12:16:54.86,aaa,tweet in window,-M67gaYP9rmRiJfRbY1x,
2020/5/28(Thu) 12:16:56.186,aaa,tap a home icon,,
2020/5/28(Thu) 12:16:58.4,aaa,tap a icon(move to profile),aaa,
2020/5/28(Thu) 12:16:59.996,aaa,back from profile,,
2020/5/28(Thu) 12:17:2.171,aaa,tap a menu icon,,
2020/5/28(Thu) 12:17:3.182,aaa,open a logout form,,
2020/5/28(Thu) 12:17:4.271,aaa,logout,,
2020/6/7(Sun) 12:41:44.663,aaa,login,,
2020/6/7(Sun) 12:41:47.321,aaa,tweet in window,-M641IW6lEIEgNEgRHUt,
2020/6/7(Sun) 12:41:47.323,aaa,tweet in window,-M67gXN2Is6HlmVC1S13,
2020/6/7(Sun) 12:41:47.324,aaa,tweet in window,-M67gaYP9rmRiJfRbY1x,
2020/6/7(Sun) 12:41:52.828,aaa,check self id,,
2020/6/7(Sun) 12:41:54.565,aaa,tap a menu icon,,
2020/6/7(Sun) 12:43:2.302,aaa,open a change icon form,,
2020/6/7(Sun) 12:44:41.565,aaa,tap a icon(move to profile),aaa,
2020/6/7(Sun) 12:44:44.240,aaa,tweet in window,-M67gaYP9rmRiJfRbY1x,
2020/6/7(Sun) 12:44:44.238,aaa,tweet in window,-M67gXN2Is6HlmVC1S13,
2020/6/7(Sun) 12:44:45.711,aaa,tweet in window,-M641IW6lEIEgNEgRHUt,
2020/6/7(Sun) 12:44:45.712,aaa,tweet in window,-M67gXN2Is6HlmVC1S13,
2020/6/7(Sun) 12:44:45.713,aaa,tweet in window,-M67gaYP9rmRiJfRbY1x,
2020/6/7(Sun) 12:44:46.776,aaa,tweet in window,-M641IW6lEIEgNEgRHUt,
2020/6/7(Sun) 12:44:46.777,aaa,tweet in window,-M67gXN2Is6HlmVC1S13,
2020/6/7(Sun) 12:44:46.778,aaa,tweet in window,-M67gaYP9rmRiJfRbY1x,
2020/6/7(Sun) 12:44:48.485,aaa,back from profile,,
2020/6/7(Sun) 12:44:54.538,aaa,tweet in window,-M641IW6lEIEgNEgRHUt,
2020/6/7(Sun) 12:44:54.540,aaa,tweet in window,-M67gXN2Is6HlmVC1S13,
2020/6/7(Sun) 12:44:54.541,aaa,tweet in window,-M67gaYP9rmRiJfRbY1x,
2020/6/7(Sun) 12:45:2.217,aaa,tweet in window,-M641IW6lEIEgNEgRHUt,
2020/6/7(Sun) 12:45:2.218,aaa,tweet in window,-M67gXN2Is6HlmVC1S13,
2020/6/7(Sun) 12:45:2.218,aaa,tweet in window,-M67gaYP9rmRiJfRbY1x,
2020/6/7(Sun) 12:45:9.723,aaa,tweet in window,-M640sH6RpBziEJrCcyo,
2020/6/7(Sun) 12:45:9.724,aaa,tweet in window,-M641IW6lEIEgNEgRHUt,
2020/6/7(Sun) 12:45:9.724,aaa,tweet in window,-M67gXN2Is6HlmVC1S13,
2020/6/7(Sun) 12:45:21.699,aaa,tweet in window,-M640sH6RpBziEJrCcyo,
2020/6/7(Sun) 12:45:21.700,aaa,tweet in window,-M641IW6lEIEgNEgRHUt,
2020/6/7(Sun) 12:45:21.701,aaa,tweet in window,-M67gXN2Is6HlmVC1S13,
2020/6/7(Sun) 12:45:21.702,aaa,tweet in window,-M67gaYP9rmRiJfRbY1x,
2020/6/7(Sun) 12:45:24.822,aaa,tweet in window,-M67gXN2Is6HlmVC1S13,
2020/6/7(Sun) 12:45:24.823,aaa,tweet in window,-M67gaYP9rmRiJfRbY1x,
2020/6/7(Sun) 12:45:24.822,aaa,tweet in window,-M641IW6lEIEgNEgRHUt,
2020/6/7(Sun) 12:45:30.641,aaa,tweet in window,-M67gXN2Is6HlmVC1S13,
2020/6/7(Sun) 12:45:30.639,aaa,tweet in window,-M641IW6lEIEgNEgRHUt,
2020/6/7(Sun) 12:45:30.642,aaa,tweet in window,-M67gaYP9rmRiJfRbY1x,
2020/6/7(Sun) 12:45:46.838,aaa,tap a pic,https://firebasestorage.googleapis.com/v0/b/research-sns-platform.appspot.com/o/aaa%2Fimages%2FEarth_Horizon-2017_High_Quality_Wallpaper_1366x768.jpg?alt=media&token=ec9f3386-ac6c-4372-a5b5-26c5648fd22d,
2020/6/7(Sun) 12:45:54.941,aaa,tap a icon(move to profile),aaa,
2020/6/7(Sun) 12:45:55.964,aaa,tweet in window,-M67gaYP9rmRiJfRbY1x,
2020/6/7(Sun) 12:45:55.963,aaa,tweet in window,-M67gXN2Is6HlmVC1S13,
2020/6/7(Sun) 12:45:58.657,aaa,tap a pic,https://firebasestorage.googleapis.com/v0/b/research-sns-platform.appspot.com/o/aaa%2Fimages%2FEarth_Horizon-2017_High_Quality_Wallpaper_1366x768.jpg?alt=media&token=ec9f3386-ac6c-4372-a5b5-26c5648fd22d,
2020/6/7(Sun) 12:46:0.808,aaa,tweet in window,-M641IW6lEIEgNEgRHUt,
2020/6/7(Sun) 12:46:0.810,aaa,tweet in window,-M67gXN2Is6HlmVC1S13,
2020/6/7(Sun) 12:46:0.812,aaa,tweet in window,-M67gaYP9rmRiJfRbY1x,
2020/6/7(Sun) 12:46:2.641,aaa,back from profile,,
2020/6/7(Sun) 12:46:4.289,aaa,tap a icon(move to profile),aaa,
2020/6/7(Sun) 12:46:5.640,aaa,back from profile,,
2020/6/7(Sun) 12:46:6.901,aaa,move to search from sns,,
2020/6/7(Sun) 12:46:9.331,aaa,search,,
2020/6/7(Sun) 12:46:16.676,aaa,tweet in window,-M641IW6lEIEgNEgRHUt,
2020/6/7(Sun) 12:46:16.678,aaa,tweet in window,-M67gXN2Is6HlmVC1S13,
2020/6/7(Sun) 12:46:16.679,aaa,tweet in window,-M67gaYP9rmRiJfRbY1x,
2020/6/7(Sun) 12:46:17.342,aaa,tap a pic,https://firebasestorage.googleapis.com/v0/b/research-sns-platform.appspot.com/o/aaa%2Fimages%2FEarth_Horizon-2017_High_Quality_Wallpaper_1366x768.jpg?alt=media&token=ec9f3386-ac6c-4372-a5b5-26c5648fd22d,
2020/6/7(Sun) 12:46:23.531,aaa,back from search,,
2020/6/7(Sun) 12:49:10.638,aaa,tap a tweet,-M67gXN2Is6HlmVC1S13,
2020/6/7(Sun) 12:49:17.37,aaa,tweet in window,-M641IW6lEIEgNEgRHUt,
2020/6/7(Sun) 12:49:17.40,aaa,tweet in window,-M67gXN2Is6HlmVC1S13,
2020/6/7(Sun) 12:49:17.41,aaa,tweet in window,-M67gaYP9rmRiJfRbY1x,
2020/6/7(Sun) 12:49:20.291,aaa,tap a tweet,-M641IW6lEIEgNEgRHUt,
2020/6/7(Sun) 12:49:26.787,aaa,tweet in window,-M640mlXY6GHXvPeibmB,
2020/6/7(Sun) 12:49:26.788,aaa,tweet in window,-M640qssvdkM0Xxob2lZ,
2020/6/7(Sun) 12:49:26.789,aaa,tweet in window,-M640sH6RpBziEJrCcyo,
2020/6/7(Sun) 12:49:28.32,aaa,move to search from sns,,
2020/6/7(Sun) 12:49:29.945,aaa,search,,
2020/6/7(Sun) 12:52:33.432,aaa,search,,
2020/6/7(Sun) 12:53:11.659,aaa,search,,
2020/6/7(Sun) 12:53:14.550,aaa,tap a icon(move to profile),aaa,
2020/6/7(Sun) 12:53:17.710,aaa,tweet in window,-M67gXN2Is6HlmVC1S13,
2020/6/7(Sun) 12:53:17.713,aaa,tweet in window,-M67gaYP9rmRiJfRbY1x,
2020/6/7(Sun) 12:53:24.454,aaa,tweet in window,-M640sH6RpBziEJrCcyo,
2020/6/7(Sun) 12:53:24.456,aaa,tweet in window,-M641IW6lEIEgNEgRHUt,
2020/6/7(Sun) 12:53:24.458,aaa,tweet in window,-M67gXN2Is6HlmVC1S13,
2020/6/7(Sun) 12:53:29.874,aaa,tap a pic,https://firebasestorage.googleapis.com/v0/b/research-sns-platform.appspot.com/o/aaa%2Fimages%2FEarth_Horizon-2017_High_Quality_Wallpaper_1366x768.jpg?alt=media&token=ec9f3386-ac6c-4372-a5b5-26c5648fd22d,
2020/6/7(Sun) 12:53:31.345,aaa,tap a pic,https://firebasestorage.googleapis.com/v0/b/research-sns-platform.appspot.com/o/aaa%2Fimages%2FEarth_Horizon-2017_High_Quality_Wallpaper_1366x768.jpg?alt=media&token=ec9f3386-ac6c-4372-a5b5-26c5648fd22d,
2020/6/7(Sun) 12:53:33.268,aaa,tweet in window,-M67gXN2Is6HlmVC1S13,
2020/6/7(Sun) 12:53:33.267,aaa,tweet in window,-M641IW6lEIEgNEgRHUt,
2020/6/7(Sun) 12:53:33.268,aaa,tweet in window,-M67gaYP9rmRiJfRbY1x,
2020/6/7(Sun) 12:53:38.816,aaa,tweet in window,-M640mlXY6GHXvPeibmB,
2020/6/7(Sun) 12:53:38.817,aaa,tweet in window,-M640qssvdkM0Xxob2lZ,
2020/6/7(Sun) 12:53:38.819,aaa,tweet in window,-M641IW6lEIEgNEgRHUt,
2020/6/7(Sun) 12:53:38.818,aaa,tweet in window,-M640sH6RpBziEJrCcyo,
2020/6/7(Sun) 12:56:43.271,aaa,tweet in window,-M640sH6RpBziEJrCcyo,
2020/6/7(Sun) 12:56:43.272,aaa,tweet in window,-M641IW6lEIEgNEgRHUt,
2020/6/7(Sun) 12:56:43.273,aaa,tweet in window,-M67gXN2Is6HlmVC1S13,
2020/6/7(Sun) 12:56:48.255,aaa,back from profile,,
2020/6/7(Sun) 12:56:50.420,aaa,tweet in window,-M641IW6lEIEgNEgRHUt,
2020/6/7(Sun) 12:56:50.426,aaa,tweet in window,-M67gaYP9rmRiJfRbY1x,
2020/6/7(Sun) 12:56:50.423,aaa,tweet in window,-M67gXN2Is6HlmVC1S13,
2020/6/7(Sun) 12:56:52.292,aaa,tweet in window,-M641IW6lEIEgNEgRHUt,
2020/6/7(Sun) 12:56:52.294,aaa,tweet in window,-M67gXN2Is6HlmVC1S13,
2020/6/7(Sun) 12:56:52.296,aaa,tweet in window,-M67gaYP9rmRiJfRbY1x,
2020/6/7(Sun) 12:56:59.159,aaa,tweet in window,-M641IW6lEIEgNEgRHUt,
2020/6/7(Sun) 12:56:59.161,aaa,tweet in window,-M67gXN2Is6HlmVC1S13,
2020/6/7(Sun) 12:56:59.163,aaa,tweet in window,-M67gaYP9rmRiJfRbY1x,
2020/6/7(Sun) 12:59:6.732,aaa,tap a tweet,-M67gXN2Is6HlmVC1S13,
2020/6/7(Sun) 12:59:9.414,aaa,tap a tweet,-M641IW6lEIEgNEgRHUt,
2020/6/7(Sun) 12:59:36.883,aaa,move to search from sns,,
2020/6/7(Sun) 12:59:38.793,aaa,search,,
2020/6/7(Sun) 12:59:41.483,aaa,tweet in window,-M641IW6lEIEgNEgRHUt,
2020/6/7(Sun) 12:59:41.485,aaa,tweet in window,-M67gXN2Is6HlmVC1S13,
2020/6/7(Sun) 12:59:41.486,aaa,tweet in window,-M67gaYP9rmRiJfRbY1x,
2020/6/7(Sun) 12:59:53.357,aaa,tap a pic,https://firebasestorage.googleapis.com/v0/b/research-sns-platform.appspot.com/o/aaa%2Fimages%2FEarth_Horizon-2017_High_Quality_Wallpaper_1366x768.jpg?alt=media&token=ec9f3386-ac6c-4372-a5b5-26c5648fd22d,
2020/6/7(Sun) 12:59:54.194,aaa,tweet in window,-M641IW6lEIEgNEgRHUt,
2020/6/7(Sun) 12:59:54.196,aaa,tweet in window,-M67gaYP9rmRiJfRbY1x,
2020/6/7(Sun) 12:59:54.195,aaa,tweet in window,-M67gXN2Is6HlmVC1S13,
2020/6/7(Sun) 12:59:56.306,aaa,tap a pic,https://firebasestorage.googleapis.com/v0/b/research-sns-platform.appspot.com/o/aaa%2Fimages%2FEarth_Horizon-2017_High_Quality_Wallpaper_1366x768.jpg?alt=media&token=ec9f3386-ac6c-4372-a5b5-26c5648fd22d,
2020/6/7(Sun) 12:59:57.730,aaa,tap a pic,https://firebasestorage.googleapis.com/v0/b/research-sns-platform.appspot.com/o/aaa%2Fimages%2FEarth_Horizon-2017_High_Quality_Wallpaper_1366x768.jpg?alt=media&token=ec9f3386-ac6c-4372-a5b5-26c5648fd22d,
2020/6/7(Sun) 13:5:22.68,aaa,search,,
2020/6/7(Sun) 13:5:24.665,aaa,tweet in window,-M641IW6lEIEgNEgRHUt,
2020/6/7(Sun) 13:5:24.666,aaa,tweet in window,-M67gXN2Is6HlmVC1S13,
2020/6/7(Sun) 13:5:24.667,aaa,tweet in window,-M67gaYP9rmRiJfRbY1x,
2020/6/7(Sun) 13:5:27.548,aaa,tweet in window,-M640sH6RpBziEJrCcyo,
2020/6/7(Sun) 13:5:27.550,aaa,tweet in window,-M641IW6lEIEgNEgRHUt,
2020/6/7(Sun) 13:5:27.552,aaa,tweet in window,-M67gXN2Is6HlmVC1S13,
2020/6/7(Sun) 13:5:27.553,aaa,tweet in window,-M67gaYP9rmRiJfRbY1x,
2020/6/7(Sun) 13:14:13.458,aaa,tweet in window,-M640mlXY6GHXvPeibmB,
2020/6/7(Sun) 13:14:13.461,aaa,tweet in window,-M640qssvdkM0Xxob2lZ,
2020/6/7(Sun) 13:14:13.462,aaa,tweet in window,-M640sH6RpBziEJrCcyo,
2020/6/7(Sun) 13:14:16.574,aaa,tweet in window,-M640qssvdkM0Xxob2lZ,
2020/6/7(Sun) 13:14:16.574,aaa,tweet in window,-M640mlXY6GHXvPeibmB,
2020/6/7(Sun) 13:14:16.575,aaa,tweet in window,-M640sH6RpBziEJrCcyo,
2020/6/7(Sun) 13:14:17.524,aaa,tweet in window,-M640qssvdkM0Xxob2lZ,
2020/6/7(Sun) 13:14:17.523,aaa,tweet in window,-M640mlXY6GHXvPeibmB,
2020/6/7(Sun) 13:14:17.525,aaa,tweet in window,-M640sH6RpBziEJrCcyo,
2020/6/7(Sun) 13:14:17.526,aaa,tweet in window,-M641IW6lEIEgNEgRHUt,
2020/6/7(Sun) 13:14:18.482,aaa,tweet in window,-M640qssvdkM0Xxob2lZ,
2020/6/7(Sun) 13:14:18.485,aaa,tweet in window,-M641IW6lEIEgNEgRHUt,
2020/6/7(Sun) 13:14:18.484,aaa,tweet in window,-M640sH6RpBziEJrCcyo,
2020/6/7(Sun) 13:18:14.487,aaa,back from search,,
2020/6/7(Sun) 13:18:15.944,aaa,tap a menu icon,,
2020/6/7(Sun) 13:18:17.88,aaa,open a change icon form,,
2020/6/7(Sun) 13:18:28.369,aaa,icon upload,,
2020/6/7(Sun) 13:18:34.270,aaa,tweet in window,-M67gaYP9rmRiJfRbY1x,
2020/6/7(Sun) 13:18:34.269,aaa,tweet in window,-M67gXN2Is6HlmVC1S13,
2020/6/7(Sun) 13:18:34.266,aaa,tweet in window,-M641IW6lEIEgNEgRHUt,
2020/6/7(Sun) 13:19:0.759,aaa,tap a menu icon,,
2020/6/7(Sun) 13:19:2.144,aaa,open a change icon form,,
2020/6/7(Sun) 13:19:8.990,aaa,icon upload,,
2020/6/7(Sun) 13:19:15.186,aaa,tweet in window,-M641IW6lEIEgNEgRHUt,
2020/6/7(Sun) 13:19:15.189,aaa,tweet in window,-M67gXN2Is6HlmVC1S13,
2020/6/7(Sun) 13:19:15.191,aaa,tweet in window,-M67gaYP9rmRiJfRbY1x,
2020/6/7(Sun) 13:30:44.755,aaa,tap a menu icon,,
2020/6/7(Sun) 13:30:51.629,aaa,open a change user name form,,
2020/6/7(Sun) 13:31:10.421,aaa,tweet in window,-M640mlXY6GHXvPeibmB,
2020/6/7(Sun) 13:31:10.424,aaa,tweet in window,-M640sH6RpBziEJrCcyo,
2020/6/7(Sun) 13:31:10.423,aaa,tweet in window,-M640qssvdkM0Xxob2lZ,
2020/6/7(Sun) 13:31:14.468,aaa,tweet in window,-M640qssvdkM0Xxob2lZ,
2020/6/7(Sun) 13:31:14.470,aaa,tweet in window,-M640sH6RpBziEJrCcyo,
2020/6/7(Sun) 13:31:14.471,aaa,tweet in window,-M641IW6lEIEgNEgRHUt,
2020/6/7(Sun) 13:31:14.472,aaa,tweet in window,-M67gXN2Is6HlmVC1S13,
2020/6/7(Sun) 21:35:20.767,aaa,login,,
2020/6/7(Sun) 21:35:45.8,aaa,login,,
2020/6/7(Sun) 21:36:15.839,aaa,login,,
2020/6/7(Sun) 21:36:56.722,aaa,login,,
2020/6/7(Sun) 21:38:14.625,aaa,login,,
2020/6/7(Sun) 21:44:32.677,aaa,login,,
2020/6/7(Sun) 21:50:25.279,aaa,login,,
2020/6/7(Sun) 21:55:20.250,aaa,login,,
2020/6/7(Sun) 21:55:21.6,aaa,tweet in window,-M640qssvdkM0Xxob2lZ,
2020/6/7(Sun) 21:55:21.8,aaa,tweet in window,-M640sH6RpBziEJrCcyo,
2020/6/7(Sun) 21:55:21.8,aaa,tweet in window,-M641IW6lEIEgNEgRHUt,
2020/6/7(Sun) 21:55:21.9,aaa,tweet in window,-M67gXN2Is6HlmVC1S13,
2020/6/7(Sun) 21:55:21.10,aaa,tweet in window,-M67gaYP9rmRiJfRbY1x,
2020/6/7(Sun) 21:55:21.11,aaa,tweet in window,-M9DkqjZpvFOTvHynyBA,
2020/6/7(Sun) 21:55:23.904,aaa,tap a menu icon,,
2020/6/7(Sun) 21:55:25.38,aaa,open a logout form,,
2020/6/7(Sun) 21:55:27.533,aaa,tap a icon(move to profile),bbb,
2020/6/7(Sun) 21:55:30.278,aaa,back from profile,,
2020/6/7(Sun) 21:55:31.731,aaa,tap a icon(move to profile),aaa,
2020/6/7(Sun) 21:55:34.338,aaa,back from profile,,
2020/6/7(Sun) 21:55:37.446,aaa,tap a menu icon,,
2020/6/7(Sun) 21:55:38.316,aaa,open a logout form,,
2020/6/7(Sun) 21:55:39.876,aaa,logout,,
2020/6/7(Sun) 21:58:10.778,aaa,login,,
2020/6/7(Sun) 21:58:12.370,aaa,tap a icon(move to profile),aaa,
2020/6/7(Sun) 21:58:15.363,aaa,tweet in window,-M67gXN2Is6HlmVC1S13,
2020/6/7(Sun) 21:58:15.367,aaa,tweet in window,-M67gaYP9rmRiJfRbY1x,
2020/6/7(Sun) 21:58:38.464,aaa,tweet in window,-M640sH6RpBziEJrCcyo,
2020/6/7(Sun) 21:58:38.462,aaa,tweet in window,-M640qssvdkM0Xxob2lZ,
2020/6/7(Sun) 21:58:38.467,aaa,tweet in window,-M67gXN2Is6HlmVC1S13,
2020/6/7(Sun) 21:58:38.466,aaa,tweet in window,-M641IW6lEIEgNEgRHUt,
2020/6/7(Sun) 21:58:43.325,aaa,tweet in window,-M641IW6lEIEgNEgRHUt,
2020/6/7(Sun) 21:58:43.327,aaa,tweet in window,-M67gXN2Is6HlmVC1S13,
2020/6/7(Sun) 21:58:43.327,aaa,tweet in window,-M67gaYP9rmRiJfRbY1x,
2020/6/7(Sun) 21:58:48.73,aaa,back from profile,,
2020/6/7(Sun) 21:58:50.517,aaa,tweet in window,-M641IW6lEIEgNEgRHUt,
2020/6/7(Sun) 21:58:50.521,aaa,tweet in window,-M67gXN2Is6HlmVC1S13,
2020/6/7(Sun) 21:58:50.522,aaa,tweet in window,-M67gaYP9rmRiJfRbY1x,
2020/6/7(Sun) 21:58:50.524,aaa,tweet in window,-M9DkqjZpvFOTvHynyBA,
2020/6/7(Sun) 21:58:50.525,aaa,tweet in window,-M9DlNnxLU3zVPp7BX_a,
2020/6/7(Sun) 21:59:2.805,aaa,tap a menu icon,,
2020/6/7(Sun) 21:59:3.761,aaa,open a logout form,,
2020/6/7(Sun) 21:59:4.598,aaa,logout,,
2020/6/7(Sun) 22:30:33.29,aaa,login,,
2020/6/7(Sun) 22:30:36.126,aaa,tap a menu icon,,
2020/6/7(Sun) 22:30:37.284,aaa,open a logout form,,
2020/6/7(Sun) 22:30:38.386,aaa,logout,,
2020/6/7(Sun) 22:48:51.1,aaa,login,,
2020/6/7(Sun) 22:54:52.343,aaa,tap a menu icon,,
2020/6/7(Sun) 22:54:53.712,aaa,open a logout form,,
2020/6/7(Sun) 22:54:54.658,aaa,logout,,
2020/6/7(Sun) 23:47:55.467,aaa,login,,
2020/6/7(Sun) 23:48:2.61,aaa,tap a menu icon,,
2020/6/7(Sun) 23:48:2.835,aaa,open a logout form,,
2020/6/7(Sun) 23:48:3.885,aaa,logout,,
2020/6/7(Sun) 23:53:58.361,aaa,login,,
2020/6/7(Sun) 23:54:29.336,aaa,tap a menu icon,,
2020/6/7(Sun) 23:54:30.354,aaa,open a logout form,,
2020/6/7(Sun) 23:54:31.524,aaa,logout,,
2020/6/7(Sun) 23:54:35.376,aaa,login,,
2020/6/7(Sun) 23:54:36.412,aaa,tap a menu icon,,
2020/6/7(Sun) 23:54:37.243,aaa,open a logout form,,
2020/6/7(Sun) 23:54:38.18,aaa,logout,,
2020/6/7(Sun) 23:55:26.833,aaa,login,,
2020/6/7(Sun) 23:55:28.264,aaa,tap a menu icon,,
2020/6/7(Sun) 23:55:29.11,aaa,open a logout form,,
2020/6/7(Sun) 23:55:30.115,aaa,logout,,
2020/6/7(Sun) 23:58:27.696,aaa,login,,
2020/6/7(Sun) 23:58:30.600,aaa,tap a menu icon,,
2020/6/7(Sun) 23:58:31.357,aaa,open a logout form,,
2020/6/7(Sun) 23:58:32.299,aaa,logout,,
2020/6/8(Mon) 0:1:5.896,aaa,login,,
2020/6/8(Mon) 0:1:8.54,aaa,tap a menu icon,,
2020/6/8(Mon) 0:1:8.962,aaa,open a logout form,,
2020/6/8(Mon) 0:1:9.983,aaa,logout,,
2020/6/8(Mon) 0:8:50.24,aaa,login,,
2020/6/8(Mon) 0:8:52.318,aaa,tweet in window,-M641IW6lEIEgNEgRHUt,
2020/6/8(Mon) 0:8:52.324,aaa,tweet in window,-M67gaYP9rmRiJfRbY1x,
2020/6/8(Mon) 0:8:52.322,aaa,tweet in window,-M67gXN2Is6HlmVC1S13,
2020/6/8(Mon) 0:8:52.326,aaa,tweet in window,-M9DkqjZpvFOTvHynyBA,
2020/6/8(Mon) 0:8:52.327,aaa,tweet in window,-M9DlNnxLU3zVPp7BX_a,
2020/6/8(Mon) 0:9:40.572,aaa,login,,
2020/6/8(Mon) 0:11:5.830,aaa,tweet in window,-M641IW6lEIEgNEgRHUt,
2020/6/8(Mon) 0:11:5.834,aaa,tweet in window,-M67gXN2Is6HlmVC1S13,
2020/6/8(Mon) 0:11:5.837,aaa,tweet in window,-M67gaYP9rmRiJfRbY1x,
2020/6/8(Mon) 0:11:5.839,aaa,tweet in window,-M9DkqjZpvFOTvHynyBA,
2020/6/8(Mon) 0:11:7.604,aaa,tap a tweet,-M9DkqjZpvFOTvHynyBA,
2020/6/8(Mon) 0:11:12.314,aaa,tweet in window,-M641IW6lEIEgNEgRHUt,
2020/6/8(Mon) 0:11:12.318,aaa,tweet in window,-M67gXN2Is6HlmVC1S13,
2020/6/8(Mon) 0:11:12.323,aaa,tweet in window,-M67gaYP9rmRiJfRbY1x,
2020/6/8(Mon) 0:11:12.327,aaa,tweet in window,-M9DkqjZpvFOTvHynyBA,
2020/6/8(Mon) 0:11:16.962,aaa,tap a icon(move to profile),bbb,
2020/6/8(Mon) 0:11:24.116,aaa,back from profile,,
2020/6/8(Mon) 0:11:38.461,aaa,tweet in window,-M67gaYP9rmRiJfRbY1x,
2020/6/8(Mon) 0:11:38.450,aaa,tweet in window,-M641IW6lEIEgNEgRHUt,
2020/6/8(Mon) 0:11:38.456,aaa,tweet in window,-M67gXN2Is6HlmVC1S13,
2020/6/8(Mon) 0:11:38.465,aaa,tweet in window,-M9DkqjZpvFOTvHynyBA,
2020/6/8(Mon) 0:11:38.470,aaa,tweet in window,-M9DlNnxLU3zVPp7BX_a,
2020/6/8(Mon) 0:11:56.304,aaa,tap a icon(move to profile),aaa,
2020/6/8(Mon) 0:11:59.428,aaa,tweet in window,-M67gXN2Is6HlmVC1S13,
2020/6/8(Mon) 0:11:59.434,aaa,tweet in window,-M67gaYP9rmRiJfRbY1x,
2020/6/8(Mon) 0:12:1.802,aaa,back from profile,,
2020/6/8(Mon) 0:12:10.915,aaa,tap a icon(move to profile),bbb,
2020/6/8(Mon) 0:12:12.696,aaa,back from profile,,
2020/6/8(Mon) 0:12:14.132,aaa,tweet in window,-M641IW6lEIEgNEgRHUt,
